,time,temperature,dew_point,humidity,wind_speed,pressure,precipitation
0,2010-01-01,18.0,14.0,85.0,5.0,29.91,23.0
1,2010-01-02,18.0,16.0,89.0,6.0,29.94,28.8
2,2010-01-03,18.0,14.0,82.0,10.0,29.94,2.5
3,2010-01-04,18.0,13.0,76.0,9.0,29.94,1.7
4,2010-01-05,19.0,12.0,69.0,10.0,29.91,1.3
5,2010-01-06,19.0,11.0,66.0,8.0,29.88,0.7
6,2010-01-07,20.0,11.0,66.0,8.0,29.88,0.5
7,2010-01-08,20.0,12.0,69.0,9.0,29.88,0.4
8,2010-01-09,19.0,13.0,72.0,7.0,29.88,6.4
9,2010-01-10,18.0,13.0,75.0,4.0,29.91,4.2
10,2010-01-11,18.0,10.0,67.0,9.0,29.91,0.3
11,2010-01-12,19.0,7.0,52.0,11.0,29.91,0.0
12,2010-01-13,19.0,7.0,52.0,12.0,29.91,0.0
13,2010-01-14,19.0,7.0,53.0,13.0,29.94,0.0
14,2010-01-15,20.0,10.0,64.0,13.0,29.94,0.0
15,2010-01-16,20.0,10.0,62.0,11.0,30.0,0.0
16,2010-01-17,20.0,9.0,60.0,13.0,30.0,0.0
17,2010-01-18,20.0,8.0,56.0,14.0,29.97,0.0
18,2010-01-19,21.0,9.0,59.0,13.0,29.94,0.0
19,2010-01-20,21.0,10.0,61.0,13.0,29.91,0.0
20,2010-01-21,20.0,9.0,62.0,12.0,29.94,0.0
21,2010-01-22,20.0,7.0,56.0,10.0,29.94,0.0
22,2010-01-23,20.0,8.0,58.0,12.0,29.91,0.0
23,2010-01-24,20.0,8.0,55.0,15.0,29.88,0.0
24,2010-01-25,20.0,6.0,53.0,14.0,29.88,0.0
25,2010-01-26,20.0,4.0,48.0,14.0,29.88,0.0
26,2010-01-27,20.0,5.0,47.0,13.0,29.91,0.0
27,2010-01-28,20.0,4.0,42.0,14.0,29.91,0.0
28,2010-01-29,21.0,8.0,51.0,13.0,29.88,0.0
29,2010-01-30,21.0,7.0,52.0,12.0,29.94,0.0
30,2010-01-31,22.0,8.0,52.0,15.0,29.94,0.0
31,2010-02-01,22.0,8.0,53.0,13.0,29.91,0.0
32,2010-02-02,22.0,7.0,47.0,10.0,29.88,0.0
33,2010-02-03,23.0,7.0,44.0,9.0,29.85,0.0
34,2010-02-04,23.0,10.0,53.0,9.0,29.85,0.0
35,2010-02-05,22.0,13.0,64.0,6.0,29.88,5.1
36,2010-02-06,20.0,14.0,74.0,6.0,29.91,15.1
37,2010-02-07,20.0,13.0,68.0,7.0,29.91,3.5
38,2010-02-08,22.0,10.0,56.0,11.0,29.88,0.0
39,2010-02-09,21.0,9.0,54.0,15.0,29.88,0.0
40,2010-02-10,20.0,6.0,49.0,14.0,29.91,0.0
41,2010-02-11,19.0,7.0,53.0,11.0,29.88,0.0
42,2010-02-12,21.0,8.0,53.0,14.0,29.91,0.0
43,2010-02-13,22.0,10.0,59.0,15.0,29.91,0.0
44,2010-02-14,21.0,10.0,59.0,14.0,29.85,0.0
45,2010-02-15,21.0,11.0,60.0,11.0,29.83,1.4
46,2010-02-16,21.0,11.0,61.0,9.0,29.88,2.0
47,2010-02-17,20.0,12.0,67.0,7.0,29.94,1.4
48,2010-02-18,16.0,12.0,80.0,9.0,29.97,7.9
49,2010-02-19,21.0,11.0,64.0,11.0,29.91,4.4
50,2010-02-20,22.0,12.0,60.0,11.0,29.88,0.2
51,2010-02-21,20.0,14.0,70.0,11.0,29.88,0.7
52,2010-02-22,21.0,13.0,68.0,12.0,29.88,1.7
53,2010-02-23,21.0,12.0,67.0,11.0,29.91,5.0
54,2010-02-24,21.0,12.0,61.0,10.0,29.88,0.2
55,2010-02-25,22.0,14.0,67.0,7.0,29.85,3.3
56,2010-02-26,20.0,14.0,72.0,5.0,29.88,1.0
57,2010-02-27,21.0,15.0,76.0,5.0,29.91,19.5
58,2010-02-28,17.0,16.0,91.0,5.0,29.94,32.2
59,2010-03-01,16.0,15.0,94.0,7.0,29.97,51.5
60,2010-03-02,19.0,15.0,85.0,9.0,29.97,5.2
61,2010-03-03,19.0,16.0,84.0,5.0,29.97,17.1
62,2010-03-04,18.0,16.0,90.0,6.0,29.94,24.3
63,2010-03-05,20.0,16.0,82.0,6.0,29.94,16.5
64,2010-03-06,17.0,13.0,83.0,10.0,29.94,3.3
65,2010-03-07,19.0,13.0,77.0,12.0,29.94,2.3
66,2010-03-08,17.0,13.0,84.0,13.0,29.97,1.4
67,2010-03-09,19.0,13.0,77.0,18.0,29.94,0.2
68,2010-03-10,20.0,12.0,72.0,17.0,29.94,0.2
69,2010-03-11,20.0,11.0,65.0,14.0,29.94,0.0
70,2010-03-12,21.0,10.0,61.0,12.0,29.94,0.0
71,2010-03-13,21.0,10.0,61.0,11.0,29.91,0.0
72,2010-03-14,21.0,10.0,62.0,14.0,29.88,0.0
73,2010-03-15,20.0,9.0,60.0,16.0,29.88,0.0
74,2010-03-16,20.0,12.0,68.0,15.0,29.91,4.3
75,2010-03-17,21.0,13.0,68.0,15.0,29.91,0.0
76,2010-03-18,22.0,12.0,65.0,11.0,29.91,0.0
77,2010-03-19,22.0,13.0,69.0,9.0,29.91,1.6
78,2010-03-20,20.0,15.0,79.0,7.0,29.91,16.9
79,2010-03-21,19.0,16.0,87.0,8.0,29.94,21.9
80,2010-03-22,18.0,15.0,88.0,7.0,29.91,30.6
81,2010-03-23,19.0,13.0,77.0,8.0,29.85,3.5
82,2010-03-24,19.0,12.0,75.0,7.0,29.83,5.2
83,2010-03-25,18.0,14.0,85.0,3.0,29.91,4.2
84,2010-03-26,19.0,15.0,85.0,4.0,29.94,22.2
85,2010-03-27,17.0,15.0,92.0,5.0,29.94,42.2
86,2010-03-28,17.0,14.0,87.0,4.0,29.94,3.9
87,2010-03-29,18.0,15.0,89.0,6.0,29.97,20.8
88,2010-03-30,17.0,15.0,90.0,4.0,30.0,41.0
89,2010-03-31,20.0,15.0,83.0,7.0,29.94,6.3
90,2010-04-01,19.0,14.0,84.0,8.0,29.91,7.6
91,2010-04-02,18.0,15.0,88.0,8.0,29.91,5.7
92,2010-04-03,19.0,15.0,85.0,9.0,29.88,7.3
93,2010-04-04,19.0,14.0,81.0,11.0,29.91,3.8
94,2010-04-05,20.0,13.0,76.0,11.0,29.91,0.0
95,2010-04-06,19.0,13.0,75.0,9.0,29.88,0.2
96,2010-04-07,20.0,13.0,76.0,9.0,29.88,2.0
97,2010-04-08,21.0,14.0,75.0,12.0,29.88,0.0
98,2010-04-09,20.0,11.0,69.0,11.0,29.94,0.0
99,2010-04-10,20.0,11.0,69.0,7.0,29.91,0.0
100,2010-04-11,22.0,12.0,68.0,4.0,29.85,0.0
101,2010-04-12,21.0,12.0,68.0,5.0,29.88,2.1
102,2010-04-13,19.0,15.0,84.0,5.0,29.88,14.3
103,2010-04-14,20.0,15.0,82.0,5.0,29.88,6.7
104,2010-04-15,17.0,16.0,93.0,4.0,29.94,51.9
105,2010-04-16,19.0,16.0,90.0,7.0,29.94,23.2
106,2010-04-17,18.0,15.0,89.0,8.0,29.94,8.3
107,2010-04-18,17.0,15.0,90.0,7.0,29.97,13.2
108,2010-04-19,19.0,15.0,87.0,6.0,29.94,30.2
109,2010-04-20,20.0,16.0,87.0,5.0,29.94,14.3
110,2010-04-21,20.0,15.0,86.0,5.0,29.91,3.9
111,2010-04-22,20.0,15.0,84.0,4.0,29.91,2.5
112,2010-04-23,18.0,15.0,90.0,4.0,29.94,19.8
113,2010-04-24,16.0,15.0,97.0,4.0,29.97,71.1
114,2010-04-25,17.0,15.0,92.0,2.0,29.94,2.8
115,2010-04-26,19.0,16.0,91.0,4.0,29.91,20.7
116,2010-04-27,20.0,17.0,89.0,6.0,29.94,20.1
117,2010-04-28,19.0,17.0,90.0,5.0,29.91,13.8
118,2010-04-29,18.0,16.0,93.0,7.0,29.91,9.9
119,2010-04-30,19.0,15.0,88.0,7.0,29.88,1.7
120,2010-05-01,19.0,16.0,90.0,6.0,29.88,26.8
121,2010-05-02,18.0,16.0,95.0,7.0,29.91,18.7
122,2010-05-03,19.0,16.0,90.0,5.0,29.91,10.5
123,2010-05-04,19.0,15.0,89.0,4.0,29.88,11.4
124,2010-05-05,19.0,15.0,88.0,5.0,29.88,2.9
125,2010-05-06,19.0,15.0,89.0,3.0,29.88,23.0
126,2010-05-07,17.0,16.0,94.0,4.0,29.91,52.9
127,2010-05-08,18.0,16.0,91.0,4.0,29.91,31.7
128,2010-05-09,17.0,16.0,94.0,4.0,29.94,66.2
129,2010-05-10,17.0,15.0,94.0,4.0,29.91,29.5
130,2010-05-11,16.0,15.0,97.0,4.0,29.97,97.6
131,2010-05-12,16.0,15.0,96.0,3.0,30.0,23.1
132,2010-05-13,17.0,15.0,91.0,4.0,30.0,11.3
133,2010-05-14,17.0,15.0,95.0,4.0,29.97,14.0
134,2010-05-15,17.0,15.0,94.0,3.0,29.97,39.4
135,2010-05-16,18.0,16.0,96.0,4.0,29.97,91.3
136,2010-05-17,17.0,16.0,95.0,4.0,29.97,26.8
137,2010-05-18,18.0,16.0,92.0,3.0,29.94,8.3
138,2010-05-19,19.0,15.0,88.0,3.0,29.91,1.9
139,2010-05-20,19.0,15.0,85.0,5.0,29.94,0.7
140,2010-05-21,19.0,14.0,85.0,4.0,29.91,0.9
141,2010-05-22,20.0,15.0,84.0,6.0,29.94,1.4
142,2010-05-23,20.0,16.0,89.0,4.0,29.94,6.2
143,2010-05-24,20.0,17.0,91.0,3.0,29.94,19.6
144,2010-05-25,17.0,16.0,95.0,5.0,29.94,14.9
145,2010-05-26,18.0,15.0,89.0,4.0,29.94,7.4
146,2010-05-27,18.0,14.0,82.0,4.0,29.94,1.5
147,2010-05-28,19.0,14.0,83.0,4.0,29.97,0.9
148,2010-05-29,19.0,15.0,86.0,3.0,29.97,5.1
149,2010-05-30,18.0,15.0,89.0,4.0,29.97,3.8
150,2010-05-31,18.0,14.0,85.0,4.0,29.94,2.2
151,2010-06-01,18.0,14.0,86.0,2.0,29.97,2.1
152,2010-06-02,19.0,13.0,85.0,2.0,29.97,1.4
153,2010-06-03,19.0,13.0,84.0,4.0,29.97,3.8
154,2010-06-04,18.0,15.0,90.0,3.0,30.0,6.0
155,2010-06-05,17.0,14.0,92.0,3.0,30.03,9.5
156,2010-06-06,18.0,15.0,91.0,3.0,30.0,16.2
157,2010-06-07,19.0,14.0,88.0,5.0,30.0,4.0
158,2010-06-08,18.0,13.0,86.0,4.0,30.0,1.7
159,2010-06-09,18.0,13.0,87.0,4.0,30.0,1.2
160,2010-06-10,17.0,13.0,88.0,4.0,30.0,3.1
161,2010-06-11,18.0,13.0,88.0,3.0,30.0,0.9
162,2010-06-12,17.0,13.0,90.0,5.0,29.97,3.3
163,2010-06-13,17.0,15.0,94.0,3.0,30.0,8.5
164,2010-06-14,16.0,15.0,95.0,3.0,30.0,84.2
165,2010-06-15,17.0,14.0,89.0,4.0,29.97,11.3
166,2010-06-16,18.0,15.0,92.0,5.0,29.97,5.1
167,2010-06-17,17.0,15.0,94.0,4.0,29.97,17.7
168,2010-06-18,18.0,15.0,91.0,4.0,29.97,9.8
169,2010-06-19,18.0,14.0,87.0,5.0,29.97,5.6
170,2010-06-20,17.0,14.0,91.0,2.0,29.97,8.9
171,2010-06-21,18.0,15.0,89.0,3.0,29.97,8.2
172,2010-06-22,19.0,15.0,90.0,2.0,29.94,7.2
173,2010-06-23,18.0,14.0,89.0,4.0,29.94,1.9
174,2010-06-24,17.0,14.0,90.0,4.0,29.97,3.3
175,2010-06-25,18.0,15.0,88.0,4.0,29.97,5.4
176,2010-06-26,17.0,14.0,89.0,3.0,29.97,2.5
177,2010-06-27,18.0,14.0,90.0,2.0,29.97,3.7
178,2010-06-28,18.0,13.0,87.0,5.0,29.97,0.9
179,2010-06-29,17.0,13.0,85.0,3.0,30.0,2.5
180,2010-06-30,18.0,14.0,87.0,4.0,29.97,7.0
181,2010-07-01,16.0,14.0,94.0,4.0,29.97,5.0
182,2010-07-02,16.0,14.0,93.0,4.0,29.97,6.1
183,2010-07-03,16.0,15.0,95.0,4.0,29.97,29.0
184,2010-07-04,15.0,14.0,96.0,4.0,30.0,33.3
185,2010-07-05,18.0,15.0,89.0,3.0,29.97,4.2
186,2010-07-06,15.0,14.0,95.0,2.0,29.97,9.8
187,2010-07-07,17.0,14.0,92.0,3.0,29.97,3.5
188,2010-07-08,17.0,14.0,92.0,2.0,29.97,6.4
189,2010-07-09,16.0,14.0,93.0,2.0,29.97,9.4
190,2010-07-10,17.0,15.0,92.0,3.0,29.94,5.5
191,2010-07-11,18.0,14.0,90.0,4.0,29.94,3.4
192,2010-07-12,17.0,14.0,91.0,3.0,29.94,3.6
193,2010-07-13,17.0,12.0,84.0,5.0,29.94,0.2
194,2010-07-14,17.0,13.0,85.0,3.0,29.91,2.3
195,2010-07-15,16.0,14.0,89.0,4.0,29.91,1.3
196,2010-07-16,17.0,12.0,83.0,6.0,29.94,0.2
197,2010-07-17,17.0,13.0,85.0,3.0,29.97,1.6
198,2010-07-18,17.0,13.0,87.0,4.0,30.0,3.0
199,2010-07-19,17.0,13.0,84.0,5.0,30.0,5.6
200,2010-07-20,17.0,14.0,89.0,5.0,30.0,1.3
201,2010-07-21,17.0,14.0,90.0,4.0,29.97,4.6
202,2010-07-22,15.0,14.0,96.0,4.0,29.97,37.6
203,2010-07-23,16.0,14.0,90.0,4.0,30.03,14.2
204,2010-07-24,16.0,14.0,95.0,3.0,30.0,5.6
205,2010-07-25,14.0,13.0,98.0,3.0,30.0,25.4
206,2010-07-26,16.0,15.0,96.0,3.0,30.0,66.4
207,2010-07-27,16.0,15.0,95.0,3.0,30.03,64.7
208,2010-07-28,16.0,15.0,95.0,4.0,30.03,43.8
209,2010-07-29,16.0,14.0,92.0,6.0,30.0,45.5
210,2010-07-30,18.0,13.0,86.0,4.0,29.97,1.1
211,2010-07-31,17.0,14.0,89.0,3.0,29.97,4.8
212,2010-08-01,16.0,14.0,93.0,4.0,30.0,21.1
213,2010-08-02,17.0,13.0,90.0,5.0,30.0,3.2
214,2010-08-03,18.0,13.0,88.0,4.0,30.0,2.6
215,2010-08-04,18.0,13.0,87.0,3.0,29.97,1.3
216,2010-08-05,18.0,13.0,87.0,5.0,29.97,1.2
217,2010-08-06,18.0,13.0,84.0,4.0,30.0,1.9
218,2010-08-07,18.0,14.0,88.0,5.0,30.0,8.8
219,2010-08-08,17.0,14.0,92.0,4.0,29.97,11.7
220,2010-08-09,18.0,15.0,92.0,4.0,29.97,37.4
221,2010-08-10,18.0,14.0,89.0,3.0,29.97,8.4
222,2010-08-11,18.0,14.0,88.0,4.0,30.0,8.0
223,2010-08-12,18.0,13.0,85.0,5.0,30.0,1.5
224,2010-08-13,18.0,12.0,84.0,4.0,30.0,4.3
225,2010-08-14,17.0,13.0,89.0,2.0,30.0,1.8
226,2010-08-15,18.0,14.0,87.0,5.0,30.0,2.0
227,2010-08-16,18.0,12.0,84.0,4.0,30.0,1.5
228,2010-08-17,18.0,12.0,84.0,5.0,30.0,1.6
229,2010-08-18,18.0,12.0,84.0,4.0,29.94,2.4
230,2010-08-19,18.0,13.0,84.0,4.0,29.94,3.4
231,2010-08-20,18.0,12.0,82.0,5.0,29.97,1.2
232,2010-08-21,18.0,13.0,83.0,6.0,29.97,1.1
233,2010-08-22,18.0,13.0,82.0,5.0,29.94,1.3
234,2010-08-23,18.0,12.0,83.0,5.0,29.94,1.0
235,2010-08-24,18.0,12.0,83.0,5.0,29.97,1.5
236,2010-08-25,18.0,14.0,87.0,5.0,30.0,1.3
237,2010-08-26,15.0,13.0,92.0,4.0,29.97,7.9
238,2010-08-27,18.0,14.0,87.0,5.0,29.94,3.7
239,2010-08-28,18.0,15.0,91.0,5.0,29.94,40.5
240,2010-08-29,16.0,15.0,94.0,5.0,29.97,57.6
241,2010-08-30,17.0,14.0,88.0,4.0,29.97,7.9
242,2010-08-31,17.0,15.0,95.0,3.0,29.97,37.9
243,2010-09-01,17.0,14.0,92.0,3.0,29.97,7.3
244,2010-09-02,17.0,14.0,91.0,5.0,29.97,6.4
245,2010-09-03,18.0,14.0,88.0,4.0,29.97,12.8
246,2010-09-04,19.0,14.0,87.0,4.0,29.94,9.0
247,2010-09-05,19.0,14.0,87.0,4.0,29.94,12.1
248,2010-09-06,19.0,14.0,88.0,3.0,29.94,12.7
249,2010-09-07,18.0,14.0,86.0,3.0,29.94,2.3
250,2010-09-08,18.0,13.0,88.0,5.0,29.94,2.8
251,2010-09-09,19.0,13.0,85.0,3.0,29.97,1.4
252,2010-09-10,18.0,13.0,85.0,3.0,29.94,8.9
253,2010-09-11,18.0,14.0,86.0,4.0,29.91,15.9
254,2010-09-12,18.0,14.0,88.0,3.0,29.94,16.3
255,2010-09-13,18.0,14.0,88.0,3.0,29.97,6.9
256,2010-09-14,17.0,12.0,84.0,5.0,29.94,2.5
257,2010-09-15,18.0,13.0,84.0,4.0,29.94,10.7
258,2010-09-16,18.0,13.0,86.0,3.0,29.94,9.7
259,2010-09-17,18.0,14.0,87.0,4.0,29.97,22.6
260,2010-09-18,18.0,14.0,87.0,3.0,29.94,14.4
261,2010-09-19,18.0,14.0,87.0,4.0,29.91,20.1
262,2010-09-20,18.0,15.0,90.0,4.0,29.88,31.1
263,2010-09-21,18.0,14.0,89.0,2.0,29.91,19.2
264,2010-09-22,18.0,14.0,85.0,5.0,29.91,9.7
265,2010-09-23,18.0,12.0,82.0,5.0,29.91,3.1
266,2010-09-24,18.0,13.0,84.0,3.0,29.94,6.2
267,2010-09-25,18.0,13.0,84.0,3.0,29.94,3.7
268,2010-09-26,18.0,12.0,82.0,4.0,29.94,8.5
269,2010-09-27,18.0,12.0,81.0,5.0,29.94,5.1
270,2010-09-28,19.0,12.0,79.0,5.0,29.91,4.5
271,2010-09-29,19.0,12.0,81.0,6.0,29.91,7.0
272,2010-09-30,18.0,12.0,82.0,4.0,29.91,3.6
273,2010-10-01,19.0,13.0,81.0,4.0,29.91,3.5
274,2010-10-02,19.0,13.0,81.0,4.0,29.88,11.2
275,2010-10-03,19.0,13.0,80.0,4.0,29.91,13.5
276,2010-10-04,19.0,13.0,81.0,4.0,29.91,10.5
277,2010-10-05,19.0,14.0,82.0,5.0,29.91,20.9
278,2010-10-06,19.0,15.0,84.0,3.0,29.94,23.3
279,2010-10-07,19.0,15.0,85.0,5.0,29.94,24.4
280,2010-10-08,18.0,14.0,82.0,4.0,29.97,16.5
281,2010-10-09,18.0,13.0,84.0,3.0,29.94,17.1
282,2010-10-10,19.0,14.0,82.0,5.0,29.91,6.2
283,2010-10-11,19.0,13.0,76.0,7.0,29.88,2.3
284,2010-10-12,19.0,13.0,77.0,8.0,29.91,7.3
285,2010-10-13,19.0,12.0,74.0,8.0,29.91,0.2
286,2010-10-14,18.0,10.0,71.0,8.0,29.91,3.3
287,2010-10-15,19.0,13.0,79.0,8.0,29.91,10.3
288,2010-10-16,19.0,13.0,80.0,9.0,29.91,9.1
289,2010-10-17,19.0,14.0,82.0,6.0,29.91,14.8
290,2010-10-18,18.0,14.0,85.0,5.0,29.88,10.1
291,2010-10-19,18.0,14.0,87.0,4.0,29.91,12.0
292,2010-10-20,19.0,14.0,84.0,5.0,29.88,12.6
293,2010-10-21,18.0,13.0,81.0,5.0,29.88,9.5
294,2010-10-22,19.0,13.0,78.0,7.0,29.88,2.9
295,2010-10-23,19.0,14.0,81.0,7.0,29.88,9.2
296,2010-10-24,19.0,13.0,79.0,4.0,29.88,2.6
297,2010-10-25,18.0,13.0,83.0,6.0,29.88,13.4
298,2010-10-26,18.0,13.0,83.0,8.0,29.88,14.5
299,2010-10-27,18.0,12.0,80.0,9.0,29.88,0.7
300,2010-10-28,19.0,11.0,68.0,9.0,29.88,0.0
301,2010-10-29,19.0,12.0,72.0,7.0,29.88,2.7
302,2010-10-30,19.0,12.0,72.0,7.0,29.94,0.7
303,2010-10-31,19.0,13.0,76.0,8.0,29.94,4.7
304,2010-11-01,19.0,13.0,77.0,8.0,29.91,7.5
305,2010-11-02,19.0,13.0,78.0,5.0,29.88,5.2
306,2010-11-03,19.0,13.0,78.0,8.0,29.88,6.5
307,2010-11-04,19.0,13.0,79.0,9.0,29.91,9.8
308,2010-11-05,19.0,13.0,78.0,10.0,29.91,7.3
309,2010-11-06,19.0,13.0,77.0,9.0,29.91,4.9
310,2010-11-07,19.0,14.0,81.0,7.0,29.88,16.1
311,2010-11-08,19.0,14.0,82.0,7.0,29.85,15.4
312,2010-11-09,19.0,13.0,80.0,9.0,29.88,6.9
313,2010-11-10,19.0,14.0,79.0,11.0,29.91,9.2
314,2010-11-11,19.0,13.0,78.0,13.0,29.91,2.9
315,2010-11-12,19.0,13.0,79.0,10.0,29.85,5.6
316,2010-11-13,19.0,13.0,79.0,10.0,29.83,2.3
317,2010-11-14,18.0,12.0,78.0,12.0,29.88,1.8
318,2010-11-15,18.0,10.0,72.0,16.0,29.94,0.1
319,2010-11-16,18.0,10.0,72.0,10.0,29.91,0.2
320,2010-11-17,18.0,10.0,71.0,8.0,29.85,0.3
321,2010-11-18,19.0,10.0,70.0,10.0,29.88,0.1
322,2010-11-19,19.0,10.0,68.0,12.0,29.91,0.0
323,2010-11-20,19.0,10.0,66.0,9.0,29.91,0.0
324,2010-11-21,19.0,10.0,68.0,9.0,29.85,0.2
325,2010-11-22,19.0,10.0,68.0,10.0,29.8,0.1
326,2010-11-23,19.0,12.0,75.0,9.0,29.83,9.5
327,2010-11-24,19.0,11.0,72.0,10.0,29.85,0.3
328,2010-11-25,19.0,12.0,75.0,11.0,29.88,2.4
329,2010-11-26,18.0,12.0,80.0,13.0,29.88,7.2
330,2010-11-27,18.0,11.0,74.0,13.0,29.88,0.1
331,2010-11-28,18.0,11.0,73.0,10.0,29.88,4.2
332,2010-11-29,18.0,10.0,73.0,9.0,29.88,3.1
333,2010-11-30,19.0,10.0,72.0,9.0,29.88,4.2
334,2010-12-01,19.0,11.0,75.0,8.0,29.85,8.6
335,2010-12-02,19.0,11.0,71.0,10.0,29.85,0.4
336,2010-12-03,19.0,9.0,65.0,11.0,29.88,0.0
337,2010-12-04,19.0,8.0,59.0,8.0,29.88,0.0
338,2010-12-05,20.0,8.0,57.0,5.0,29.85,0.0
339,2010-12-06,18.0,9.0,64.0,5.0,29.83,2.5
340,2010-12-07,18.0,10.0,70.0,6.0,29.83,4.8
341,2010-12-08,19.0,11.0,73.0,8.0,29.85,3.7
342,2010-12-09,19.0,10.0,72.0,6.0,29.91,1.7
343,2010-12-10,18.0,10.0,74.0,6.0,29.91,4.5
344,2010-12-11,18.0,10.0,73.0,7.0,29.85,0.6
345,2010-12-12,19.0,10.0,68.0,9.0,29.83,0.0
346,2010-12-13,18.0,8.0,64.0,15.0,29.85,0.0
347,2010-12-14,18.0,6.0,61.0,17.0,29.88,0.0
348,2010-12-15,17.0,7.0,62.0,14.0,29.91,0.0
349,2010-12-16,18.0,6.0,55.0,11.0,29.91,0.0
350,2010-12-17,19.0,7.0,58.0,11.0,29.88,0.0
351,2010-12-18,19.0,7.0,56.0,10.0,29.88,0.0
352,2010-12-19,18.0,4.0,47.0,9.0,29.88,0.0
353,2010-12-20,19.0,5.0,49.0,9.0,29.85,0.0
354,2010-12-21,19.0,7.0,54.0,9.0,29.88,0.0
355,2010-12-22,19.0,8.0,62.0,8.0,29.88,0.0
356,2010-12-23,19.0,7.0,58.0,9.0,29.88,0.0
357,2010-12-24,19.0,8.0,60.0,6.0,29.88,0.3
358,2010-12-25,18.0,10.0,70.0,6.0,29.88,9.1
359,2010-12-26,20.0,11.0,68.0,9.0,29.85,0.5
360,2010-12-27,20.0,11.0,69.0,10.0,29.85,0.7
361,2010-12-28,19.0,11.0,73.0,8.0,29.85,9.0
362,2010-12-29,19.0,11.0,74.0,8.0,29.85,3.9
363,2010-12-30,18.0,10.0,72.0,7.0,29.88,0.6
364,2010-12-31,19.0,10.0,68.0,12.0,29.88,0.0
365,2011-01-01,19.0,7.0,61.0,12.0,29.85,0.0
366,2011-01-02,18.0,7.0,62.0,13.0,29.85,0.0
367,2011-01-03,18.0,6.0,60.0,12.0,29.85,0.0
368,2011-01-04,19.0,6.0,57.0,8.0,29.88,0.0
369,2011-01-05,19.0,7.0,57.0,8.0,29.85,0.4
370,2011-01-06,19.0,6.0,55.0,9.0,29.83,0.0
371,2011-01-07,19.0,7.0,58.0,9.0,29.85,0.0
372,2011-01-08,19.0,7.0,57.0,8.0,29.88,0.1
373,2011-01-09,19.0,7.0,59.0,5.0,29.88,0.5
374,2011-01-10,19.0,7.0,55.0,6.0,29.88,0.0
375,2011-01-11,20.0,9.0,60.0,8.0,29.88,0.1
376,2011-01-12,21.0,10.0,63.0,7.0,29.85,5.6
377,2011-01-13,19.0,10.0,69.0,8.0,29.85,8.1
378,2011-01-14,19.0,9.0,67.0,8.0,29.85,2.6
379,2011-01-15,20.0,8.0,63.0,7.0,29.91,0.1
380,2011-01-16,20.0,10.0,65.0,5.0,29.91,3.7
381,2011-01-17,20.0,9.0,61.0,6.0,29.85,0.2
382,2011-01-18,20.0,9.0,63.0,7.0,29.83,0.5
383,2011-01-19,18.0,10.0,69.0,6.0,29.83,4.0
384,2011-01-20,19.0,9.0,63.0,6.0,29.83,0.8
385,2011-01-21,20.0,8.0,56.0,9.0,29.85,0.0
386,2011-01-22,19.0,7.0,57.0,15.0,29.85,0.0
387,2011-01-23,19.0,9.0,65.0,17.0,29.85,0.2
388,2011-01-24,19.0,9.0,65.0,15.0,29.85,0.5
389,2011-01-25,19.0,6.0,54.0,16.0,29.85,0.0
390,2011-01-26,20.0,4.0,47.0,14.0,29.88,0.0
391,2011-01-27,19.0,1.0,39.0,15.0,29.91,0.0
392,2011-01-28,19.0,3.0,42.0,16.0,29.94,0.0
393,2011-01-29,21.0,7.0,54.0,11.0,29.94,0.0
394,2011-01-30,21.0,6.0,49.0,9.0,29.91,0.0
395,2011-01-31,20.0,6.0,47.0,9.0,29.88,0.1
396,2011-02-01,21.0,9.0,59.0,9.0,29.88,5.0
397,2011-02-02,20.0,12.0,71.0,6.0,29.88,12.7
398,2011-02-03,21.0,12.0,68.0,8.0,29.91,5.0
399,2011-02-04,20.0,8.0,58.0,17.0,29.91,0.0
400,2011-02-05,19.0,5.0,50.0,15.0,29.91,0.0
401,2011-02-06,20.0,2.0,40.0,11.0,29.91,0.0
402,2011-02-07,20.0,-2.0,28.0,9.0,29.88,0.0
403,2011-02-08,21.0,-0.0,30.0,7.0,29.85,0.0
404,2011-02-09,21.0,2.0,37.0,7.0,29.83,0.0
405,2011-02-10,21.0,4.0,45.0,4.0,29.83,0.0
406,2011-02-11,21.0,3.0,41.0,5.0,29.83,0.0
407,2011-02-12,21.0,4.0,44.0,5.0,29.85,0.8
408,2011-02-13,21.0,9.0,57.0,6.0,29.88,1.8
409,2011-02-14,21.0,8.0,56.0,4.0,29.88,0.9
410,2011-02-15,21.0,8.0,55.0,5.0,29.85,1.8
411,2011-02-16,21.0,11.0,64.0,5.0,29.85,7.8
412,2011-02-17,20.0,12.0,71.0,7.0,29.88,11.6
413,2011-02-18,21.0,11.0,66.0,9.0,29.85,1.9
414,2011-02-19,21.0,10.0,63.0,15.0,29.85,0.3
415,2011-02-20,21.0,7.0,53.0,14.0,29.91,0.0
416,2011-02-21,21.0,6.0,49.0,11.0,29.91,0.0
417,2011-02-22,21.0,6.0,47.0,8.0,29.88,0.1
418,2011-02-23,20.0,7.0,53.0,14.0,29.88,0.0
419,2011-02-24,20.0,6.0,54.0,16.0,29.91,0.0
420,2011-02-25,21.0,4.0,47.0,11.0,29.85,0.0
421,2011-02-26,21.0,2.0,37.0,11.0,29.85,0.0
422,2011-02-27,21.0,9.0,54.0,11.0,29.88,1.5
